entry,year,genre,source,a,b,c,text,
160,1839,MAG,NorthAmRev,A,B,C,"  gates of reason were unbarred, and the mind was perniitted to taste of the tree of knowledge, forbidden tree no longer. Where was the scope for eloquence,",
240,1839,FIC,DamselDarienVolume1,A,B,C,"  , that as there are no two leaves entirely alike, even upon the same tree, so there are no two hours the same, even in the same day",
259,1839,FIC,SydneyCliftonVicissitudes,A,B,C,"  go -- good health -- hiccough. "" "" If the booby is up a tree, "" said Shafton, "" it's a pop'lar tree, any how.",
428,1839,NF,AmericanFruitGarden,A,B,C,"  healthy. It should be, if possible, taken from a part of the tree, where it has been well exposed, so that it is well ripened;",
471,1839,NF,AmericanFruitGarden,A,B,C,  to be used with caution in order that the vege- /z/ tative principle of the tree may not be forced too much. Moderation in the food of trees and the,
667,1839,FIC,DramasDiscourses,A,B,C,"  Cosmo seen approaching. She hastily opens the letter, and, leaning against the tree, seems buried in thought: as he passes, she starts violently.)",
732,1839,NF,AmericanFruitGarden,A,B,C,"  hollow white pulp without either its proper substance or quality, and drops from the tree a diseased crude substance. Cherries, plums and most kinds of stone fruit often",
950,1839,FIC,CaptainKydTheWizard,A,B,C,"  all good angels! "" He advanced to meet her as she came near the tree, and said in a low tone, lest he should be over-heard by the",
558,1840,FIC,AirsPalestineOther,A,B,C,"  he, Who many a grief shall bear, In his own body on the tree, Is kneeling in Gethseman, In agony and prayer. O, holy Father",
897,1840,FIC,AirsPalestineOther,A,B,C,"  descended from the skies, That grows by culture, but neglected dies, That tree, beneath whose boughs thy spirit fled, That tree, whose fading leaves deplore",
963,1840,FIC,Politicians,A,B,C,"  and freshness in a city, I am sure, like that of the branching tree and the cloudless air: -- the spotted flower and the sweet silent nook where",
969,1840,FIC,BorderBeaglesA,A,B,C,"  the well known shadows of old trees surrounded her, and now the fallen pine tree appears, and she stands in the presence of -- Edward Saxon! CHAPTER XIV",
980,1840,FIC,GreyslaerARomance,A,B,C,"  at the heart, at the root, I may rayther say, of that tree; something that underminds it and withers it from below. And these sort o",
999,1840,MAG,USDemRev,A,B,C,"  of a situation where they might sit in peace under their own vine and fig tree, and enjoy the smiles of an approving conscience. A door was opened to",
182,1841,NF,Book,ATreatise,A,B,C,"  residences, much that we have already said of the oak will apply to this tree. When young, its smooth stem, clear and bright foliage, and lively"
363,1841,NF,Book,ATreatise,A,B,C,"  , at Newton Centre, is a venerable, though still vigorous and beautiful chestnut tree, the dimensions of which are believed to exceed any tree of the same species"
366,1841,NF,Book,ATreatise,A,B,C,"  , slight perfume, especially in the evening, and the whole effect of the tree, when standing singly on a lawn and filled with blossoms, is highly elegant"
482,1841,FIC,KinsmenTheBlack,A,B,C,"  go unreminded. This was Jack Bannister, who, in the shelter of a tree contiguous, to which he had crawled unseen, had been a spectator of the",
569,1841,NF,Book,ATreatise,A,B,C,"  an inch in diameter, assuming a deep brownish color, and hang upon the tree during the whole winter. A striking and peculiar characteristic of the plane, is"
788,1841,NF,Book,ATreatise,A,B,C,"  their harmony with other eolors in their neighborhood. So that as the Scotch fir tree is combined or stationed, it forms a beautiful umbrage or a murky spot."
811,1841,NF,Book,ATreatise,A,B,C,"  of the Highlands, as well as in Wales. It is probable that this tree was a giv, at favorite with the Druids; for it is often seen"
879,1841,NF,Book,ATreatise,A,B,C,"  to add to the delicacies of the dessert. The timber of our wild mulberry tree is of the very first quality, when fully seasoned, it takes a dull"
961,1841,NF,Book,ATreatise,A,B,C,"  probably is also a variety, has a beautiful appearance, somewhat like the Abele tree, in a gentle breeze. These trees grow well on any good friable soil"
994,1841,NF,Book,ATreatise,A,B,C,"  the month of May, which are thickly scattered over the outer surface of the tree, and give it &; lively appearance. These are succeeded by numerous bunches of"
83,1842,FIC,SportingScenes,A,B,C,  an upstart who considered the vernacular -- and proper -- name of our noble buttonwood tree vulgar (!) and knowing no other English name -- as plane tree --,
602,1842,FIC,CharlesStuartPrince,A,B,C,"  , when old Lamorah has The only key that locks the Boat-chain round The Willow tree? Should we attempt to leave This blessed Isle, we would be both condemned",
783,1842,FIC,GrandfathersChair,A,B,C,"  Essex Street, opposite the Boylston Market. Under the spreading branches of this great tree the people used to assemble whenever they wished to express their feelings and opinions.",
260,1843,MAG,NewEngYaleRev,A,B,C,"  is constantly operating every where and in every thing; growing the grass, the tree, the flower; animating and inspiring the soul; producing new forms of beauty",
406,1843,FIC,NewPurchaseSeven,A,B,C,"  dead, to a dreadful end -- to be burned alive! Oh! poor tree! thy former friends are compelled to become thy worst enemies -- their severed trunks",
519,1843,FIC,NewPurchaseSeven,A,B,C,"  once with me, by concussion; the ball having struck the limb of the tree exactly under his heart. Let none think we western people follow rifle shooting,",
749,1843,FIC,VariousWritings,A,B,C,"  vision was a household of venerable and contemplative crows who, seated on a dry tree at the edge of the pool, seemed to be philosophizing over his mishaps,",
770,1843,FIC,VariousWritings,A,B,C,"  with some heavy passage of complaining, or sitting down upon the stump of a tree, or a rock, or any chance object, wrung his hands and indulged",
834,1843,NF,RevisedStatutes,A,B,C,"  the occupant what sum shall he forfeit? To the occupant one dollar for every tree so fallen, and the like sum for every day the same shall remain in",
861,1843,FIC,WildScenesInForest,A,B,C,"  a rocky knoll rose from the midst of the swamp, with a single pine tree crowning its summit. An Indian lodge, built of loose stones, and roofed",
987,1843,FIC,GipsyHighlands,A,B,C,"  at the precise spot where Duncan had come ashore, marked by a noble elm tree, that spread above and far-reaching over the water, and by a few yards",
78,1844,NF,VestigesNatural,A,B,C,"  playful boy loses his hold (we shall say) of the branch of a tree, and has no solid support immediately below, the law of gravitation unrelentingly pulls",
450,1844,NF,VestigesNatural,A,B,C,"  , or which it leaves in its passage, we see the ramifications of a tree, as well as of its individual leaves; those of the negative, recal",
477,1844,NF,NotesOnPolitical,A,B,C,"  to any extent. The climate favors the insect, as well as the mulberry tree upon which it feeds. A little more inducement would pour forth silk enough to",
752,1844,NF,LiteraryRemains,A,B,C,"  bounty of God. Adam, when placed in Paradise, had access to the tree of life. By means of this he might perpetuate his constitution in health and",
778,1844,FIC,CharlotteCorday,A,B,C,"  did great Marat. But though we see their impotence of malice Which strikes the tree after its fruit is saved, Though we lose nought till Marat's foes can",
904,1844,FIC,PrimaDonnaAPassage,A,B,C,"  he exclaimed -- "" You is villain, sare. I is turn out, tree, five villain from my house dis day, and break up de music.",
1000,1844,NF,LifeFrancisMarion,A,B,C,"  habitual form of speech when he threatened the "" yard-arm "", instead of the tree. Major James gave him no time to make the correction. He was entirely",
4,1845,FIC,WigwamCabinVolume1,A,B,C,"  I got up to the dog, he was on the butt-end of an old tree that had fallen, I reckon, before my time, and was half buried",
95,1845,NF,HeFruitsFruitTrees,A,B,C,"  roots and branches entire, suffers little or no check; the older and larger tree, losing part of its roots, requires several years to resume its former vigour",
110,1845,FIC,MargaretATaleReal,A,B,C,"  on them that know not God, "" said the Camp-Preacher looking from behind a tree. John the disciple and companion of Jesus was now seen approaching. "" Welcome",
127,1845,FIC,Pioneers,A,B,C,"  , and he saw that he was already nearly concealed by the trunks of the tree; while his dogs were following quietly in his footsteps, occasionally scenting the deer",
132,1845,FIC,LostPleiad,A,B,C,"  star. We are going now where the turtle doves May be seen upon every tree; Where the young Fawns mate in the Indian groves, As my spirit now",
150,1845,FIC,WigwamCabinVolume1,A,B,C,"  gave not up his search. The midnight found him at the foot of the tree, where they had parted, exhausted but sleepless, and suffering bitterly in mind",
215,1845,NF,HeFruitsFruitTrees,A,B,C,"  it to the stock. We have seen the yellows, from a diseased peach tree, propagated through hundreds of individuals by budding, and the stock and graft both",
386,1845,NF,HeFruitsFruitTrees,A,B,C,"  for the dessert, of all the early winter sweet apples. The only old tree in our knowledge, grows in the orchard of Mr. John Wells, near Newburgh",
573,1845,FIC,WigwamCabinVolume1,A,B,C,"  until, in the very exhaustion of his body, he sinks down beneath a tree. He sinks down and falls asleep; and in his sleep, what before",
618,1845,NF,HeFruitsFruitTrees,A,B,C,"  Fig. 19. Fan-training, second stage. shoots which are to form the future tree, none of them are to be shortened. The tree should by no means",
631,1845,NF,HeFruitsFruitTrees,A,B,C,"  and here the sandy soil fails. In consequence of this the vigour of the tree is checked, and it becomes feeble in its growth, and is comparatively short-lived",
659,1845,NF,HeFruitsFruitTrees,A,B,C,"  health of the branch, and if carried to any extent, finally destroys the tree. It is gradually falling into disuse, since root pruning, and other and",
830,1845,NF,HeFruitsFruitTrees,A,B,C,"  the West, not inferiour to the Newtown Pippin, and the growth of the tree very luxuriant. It originated at Marietta, Ohio, and is largely grown for",
920,1845,FIC,Pioneers,A,B,C,"  said to be a quick-growing place. I never put my axe into a stunty tree, or one that hasn? t a good, fresh-looking bark: for trees",
24,1846,NF,LecturesOnMental,A,B,C,"  a marvelous thing, he remarks, that a small nut should produce a great tree nevertheless, because the nut contains the semen or germ of the tree, we",
25,1846,MAG,AmWhigRev,A,B,C,"  mdans, aids, infl ences. The latter are but the leaves of the tree of civilization, while the former, if not the fruits, are at least",
118,1846,FIC,Typee,A,B,C,"  delineated the slender, tapering and diamond checkered shaft of the beautiful' artu' tree. Branching from the stem on each side, and disposed alternately, were the",
334,1846,FIC,ForestMinstrel,A,B,C,"  called my own is strange, -- I look in vain e'en for my favourite tree. "" Oh, happy were the seasons when I roved A careless boy along",
464,1846,FIC,Typee,A,B,C,  on before; he was striking his heavy lance against the hollow bough of a tree. This was a signal of alarm; - - for nothing was now heard but shouts,
518,1846,FIC,RomanTraitorVol12,A,B,C,"  proscriptions of Cinna and Marius, had left indelible and sanguinary traces on the ancestral tree of many a noble house; and on none deeper than on that of Hortensia",
370,1847,NF,NaturalistInNicaragua,A,B,C,"  and tail, the mother making its way along the branches, and leaping from tree to tree, apparently but little encumbered with its baby. A large black and",
375,1847,NF,NaturalistInNicaragua,A,B,C,"  but a few such trees were pointed out to me. High up in one tree, underneath which we passed, were seated some of the black congo monkeys (",
565,1847,MAG,NewEngYaleRev,A,B,C,"  , in the same humdrum path, grinding out from the sweetest fruit of the tree of knowledge nothing but the bitter waters of strife -- the very vinurn da*monum-at first",
640,1847,NF,AmericanMechanic,A,B,C,"  for our salvation; that he bore our sins in his own body on the tree; that he rose again from the dead, and ascended into heaven; and",
3,1848,NF,AnecdotesBoys,A,B,C,"  not obey. A poor woman told her son to cut down a large pear tree, which stood in the garden of the cottage where they lived, for firewood",
102,1848,NF,HistoryKingCharles,A,B,C,"  in the next chapter, to effect his escape from the country. The old tree, however, which had sheltered him so safely, was not forgotten. In",
322,1848,NF,PersonalNarrative,A,B,C,"  the Azores, a native olive (Olea excelsa), which is the largest tree of this zone, two species of Sideroxylon, the leaves of which are extremely",
461,1848,FIC,PaulArdenheimMonk,A,B,C,"  details, rushed upon the eye. "" I can not go on -- every tree, every flower brings some memory before me -- I will retrace my steps,",
509,1848,NF,HistoryKingCharles,A,B,C,"  the house again, on the evening after their wearisome day's confinement in the tree, Dame Penderel had some chickens prepared for his majesty's supper, which he",
542,1848,FIC,KateClarendonNecromancy,A,B,C,"  "" exclaimed Kate. "" Hark! that crash! it was like a falling tree. "" "" Possibly his burthen may have delayed him, and finding the shower",
18,1849,FIC,WoodmanOtherPoems,A,B,C,"  ripe pear conceal, But still my eye can see, The richness of the tree. Who eats sweet fruit is cloyed, And' t is bliss unalloyed,",
99,1849,FIC,Sketch-BookGeoffrey,A,B,C,"  good, honest, wholesome, hungry "" repast which we made under a beech tree just by a spring of pure sweet water that stole out of the side of",
246,1849,NF,OregonTrailSketches,A,B,C,"  mountains threw their prolonged shadows for miles over the prairie; when our grim old tree, lighted by the horizontal rays, assumed an aspect of peaceful repose, such",
251,1849,NF,ModernHistoryFrom,A,B,C,"  of his friends, of his mistresses, and of his family, as a tree is stripped of its leaves, of its branches, and of its bark,",
468,1849,FIC,RedburnHisFirst,A,B,C,"  at last I came to a green bank, deliciously shaded by a fine old tree with broad branching arms, that stretched themselves over the road, like a hen",
503,1849,NF,OregonTrailSketches,A,B,C,"  unbroken desert stretching away before us league upon league, without a bush or a tree or anything that had life. We drew rein and gave to the winds our",
624,1849,FIC,SketchesCharacter,A,B,C,"  he drew on the wall a rough map of the locality of the river and tree, and repeated earnestly the assertion, that he himself in the hollow of the",
669,1849,FIC,MazelliOtherPoems,A,B,C,"  the solitary boon I crave, Might spring from knowledge. T is a fatal tree, Which ever hath borne bitter fruit, since first' T was set in",
825,1849,FIC,LovesMartyr,A,B,C,"  Till in their stead sprung up A flame of love, like to the fabled tree, That burns where it is broke! I've seen it in their eyes",
838,1849,NF,OregonTrailSketches,A,B,C,"  rifles, dingy and battered with hard service, rested with ours against the old tree; their strong rude saddles, their buffalo robes, their traps, and the",
848,1849,NF,MannersCustoms,A,B,C,"  a few earthen vessels, and made bowls of the knotty excrescences of the maple tree. They wove very neat baskets of osier and birch bark. Having no iron",
309,1850,FIC,NewPoems,A,B,C,"  good like his favor abiding! The streamlet, -- the floweret, -- the tree, -- The mountain majestic and hoary, -- Yea, all that we hear",
498,1850,NF,AmericanFruitCulturist,A,B,C,"  , a part of this wide network of fibres must necessarily be separated from the tree. It is evident then, that the usual supplies of sap to the leaves",
507,1850,MAG,AmWhigRev,A,B,C,"  shafts of war. And there a lovely tracery Of branch and twig that naked tree Of shadows soft and dim has wove, And spread so gently, that above",
642,1850,FIC,NewPoems,A,B,C,"  the olive-grove That fitly holds the place So long his home? And at the tree That put thee forth, O, did not he Repeat his smile benign,",
755,1850,MAG,NorthAmRev,A,B,C,"  . Posterity alone can read the whole lesson, for in their eyes alone the tree is known hy its fruits. This is the true idea of the philosophy of",
847,1850,NF,AmericanFruitCulturist,A,B,C,"  the quality of the fruit, as well as poison or induce disease in the tree. Soluble substances in the soil may thus exert a sensible influence. In the",
853,1850,NF,AmericanFruitCulturist,A,B,C,"  to repeat that the term base applies in all cases to the part nearest the tree; and apex, to the part most remote. This is in accordance with",
249,1851,NF,FlowerGardenBrecks,A,B,C,"  purple, brown and crimson leaves. /z/ Paulownia imperialis. This is a magnificent tree, of recent introduction. To all appearances it will not grow to a very",
256,1851,NF,FlowerGardenBrecks,A,B,C,"  curled leaves, which are beginning to assume the beautiful hues of autumn. A tree of this kind makes a fine appearance at the angle of a walk, or",
271,1851,FIC,MobyDickWhale,A,B,C,"  ; and I'm a crow, especially when I stand a'top of this pine tree here. Caw! caw! caw! caw! caw! caw! Ai",
396,1851,NF,PersonalMemoirs,A,B,C,"  the Great Mound, the apex of which had a depression, with a large tree growing in it having the names and dates of visit of several persons carved on",
663,1851,FIC,LouisSchoolDays,A,B,C,"  there they are again! - - now look, who is it? Stand behind this tree a minute -- now let us look out. "" Obedient to his instructions, Norman looked",
782,1851,NF,FlowerGardenBrecks,A,B,C,"  work. From the thick coating of leaves which pervades the whole outline of the tree, an idea of some brittleness is conveyed to the mind. The wood,",
786,1851,NF,FlowerGardenBrecks,A,B,C,"  , Liverpool. Shepardia elegnoides. Buffalo Tree. This graceful shrub, or low tree, is found in the. neighborhood of the Rocky Mountains, in large clumps",
935,1851,MAG,Harpers,A,B,C,"  yields readily to wind and sun and the hand of the trainer; the grown tree resists the storm, and t is well with it if it be not torn",
378,1852,FIC,UncleTomsCabin,A,B,C,"  gatherings, where, roosted on some rail fence, or perched aloft in some tree, he would sit watching the orators, with the greatest apparent gusto, and",
991,1852,NF,RoughingItInBush,A,B,C,"  is not an acre in cultivation but I helped to clear it, nor a tree in yonder orchard but I held it while my poor man, who is dead",
41,1853,MAG,Putnams,A,B,C,"  , because this would be to exclude from knowledge other facts, such as the tree, the fountain, the horse, the fish, the bird, etc.",
261,1853,FIC,KingsQueensEngland,A,B,C,"  of water of life is in view, And for healing the nations, the tree of life too. There's no need of a candle or sun there,",
337,1853,FIC,ClovernookRecollections,A,B,C,"  never was he rejoiced by one word of congratulation. If he had felled a tree, "" Why, there was another knotty thing close by -- could he not",
403,1853,FIC,AmericanFamily,A,B,C,  friendly branches in which we had taken shelter. Shognaw had climbed a large beech tree that stood within a few feet of the one in which I had taken shelter,
444,1853,NF,RudimentsArtBuilding,A,B,C,"  March, 1842, it was stated by Professor Brande, that "" a beech tree in Sir John Sebright park in Hertfordshire, on being cut down, was found",
601,1853,FIC,LiberiaMrPeytons,A,B,C,"  branches of the tree, with three blue figures on that small shield. The tree stands on a base of gray and black intertwined bars, referred to as a",
805,1853,FIC,PrismaticsByRichard,A,B,C,"  pantalettes, and reminded him of previous little familiarities by hanging him to the nearest tree (if he found one large enough), for fear he might never get",
905,1853,FIC,PrismaticsByRichard,A,B,C,"  , clearly defined shadow on that white, sparkling ground. Here and there a tree spread its delicate tracery against the sky; carts, piled up with snow,",
362,1854,MAG,Putnams,A,B,C,"  had passed: but, in a few fleeting years thereafter, it was a tree of sturdy growth. The slave trade was suppressed in 1808. In 1814,",
401,1854,FIC,Eventide ASeries,A,B,C,"  pellucid rivers. To that log-house, standing under the boughs of a wide-spreading pecan tree, let us wend our way. There is a gray-headed man sitting in a",
443,1854,FIC,LifeSayingsMrs,A,B,C,"  , and watched him until he became lost to view in the shadow of a tree. It was a full half hour before he returned with his empty basket,",
599,1854,FIC,Walden,A,B,C,"  crusaders in the horizon, with a slight tantivy and tremulous motion of the elm tree tops which overhang the village. This was one of the great days; though",
690,1854,FIC,PoeticalWorks,A,B,C,"  the forest brought, And golden comb of hiving bee Have found within the hollow tree. "" "" On me keeps watch an evil eye "" -- Would he despondingly",
725,1854,FIC,PoeticalWorks,A,B,C,"  In quest of sweets, the house-wife bee Left her populous home in the hollow tree And morn of summer never smiled On brighter Eden in the wild. VIII.",
44,1855,NF,RollosPhilosophy [,A,B,C,"  vibratory one. Take hold of the string near where it is fastened to the tree. "" Rollo took hold of it, as his father had directed, and",
239,1855,NF,EightYearsWanderings,A,B,C,  of the innumerable small valleys formed by the undulations of the ground. Not a tree is to be seen except the low brushwood which is scantily distributed upon its surface,
369,1855,FIC,Poems,A,B,C,"  here the tree, whose shade Shelters a people great and free -- That glorious tree of liberty, Whose branches stretch from sea to sea. Those were not days",
570,1855,FIC,FudgeDoingsBeing,A,B,C,  ; Clifton Waller Barrett - Paste-Down Endpaper with Bookplate: heraldry figure with a green tree on top and shield below. There is a small gray shield hanging from the,
842,1855,FIC,Poems,A,B,C,"  doubtful gleam, Or in the mist, above the stream Where once the withered tree had stood. They said they knew his long white hair, His scowling eye",
564,1856,FIC,DredATaleGreat,A,B,C,"  He looked at the children, as they lay nestled at the roots of the tree, with something of a softened expression, muttering to himself, "" They embrace",
566,1856,FIC,MythHiawathaOther,A,B,C,"  was turned into a stone called Shin-gauba-wossin, 100 and the other into a cedar tree. "" Now, "" said he to the others, "" you can go",
589,1856,FIC,ConfessionBlind,A,B,C,"  one to the other, one might cross dryshod even without the aid of the tree. Kingsley repeated my signal to those behind him, and led the way.",
662,1856,FIC,PoemsMiscellanies,A,B,C,"  how sickens it thy sister's heart, To think the verdure of that little tree Outlasted thine! Townsend, Eliza, 1788-1854: TO C --. from Poems",
829,1856,FIC,ConfessionBlind,A,B,C,"  an arm of such violence, as to tend their proudest offspring from the parental tree, and, perhaps, in destroying it, blight for ever the venerable trunk",
871,1856,NF,BuchanansJournal,A,B,C,"  Mr. Chalmers, in his book on New Guinea, tells of a number of tree houses that he visited on that island. These huts, which are built near",
945,1856,FIC,EutawASequelThe,A,B,C,"  D -- n her! I only wish I had her tied up to a tree, and with a good slip of hickory in my grasp. "" "" Why",
72,1857,FIC,RolloInWoods,A,B,C,"  bank; and then, after a few strokes more, the top of the tree began to bend slowly over, and then it fell faster and faster, until",
202,1857,MAG,NorthAmRev,A,B,C,"  trees, is called, by way of // distinction, "" the painter's tree, "" and that the most pictui'esque houses, being such as exhibit the most",
968,1857,MAG,NorthAmRev,A,B,C,"  oak at Penshurst, which marks the birth-time of Philip Sidney, or that huge tree at Grafton, where, nearly four centuries ago, Edward Plantagenet first met the",
33,1858,NF,PearCultureAManual,A,B,C,"  as heavily as any other variety. The fruit must be well thinned, the tree severely pruned, and the soil rich. The wood is of a light yellow",
47,1858,MAG,Harpers,A,B,C,"  to rouse. the animal. Overlooking the whole procession is a man in a tree, which he climbs from time to time in the progress of the march,",
